fecha,id_tienda,id_producto,unidades_vendidas,nombre,categoria,costo_unitario,precio_venta,costo_almacenamiento_semanal,ciudad,tamaño_m2,stock_actual,day_of_week,week,month,quarter,day,is_weekend,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7
2024-03-05,STORE_01,PROD_001,4,Tinto,Bebidas,800,2500,10,Bogotá,28,1,1,10,3,1,5,0,8.0,11.0,8.0,8.428571428571429,2.370453040886407
2024-03-06,STORE_01,PROD_001,2,Tinto,Bebidas,800,2500,10,Bogotá,28,1,2,10,3,1,6,0,4.0,4.0,5.0,7.428571428571429,2.5727509827124004
2024-03-07,STORE_01,PROD_001,5,Tinto,Bebidas,800,2500,10,Bogotá,28,1,3,10,3,1,7,0,2.0,8.0,7.0,7.142857142857143,3.0783421635988555
2024-03-08,STORE_01,PROD_001,4,Tinto,Bebidas,800,2500,10,Bogotá,28,1,4,10,3,1,8,0,5.0,8.0,10.0,6.714285714285714,3.1471831698777737
2024-03-09,STORE_01,PROD_001,6,Tinto,Bebidas,800,2500,10,Bogotá,28,1,5,10,3,1,9,1,4.0,11.0,13.0,6.142857142857143,3.2366943748507504
2024-03-10,STORE_01,PROD_001,9,Tinto,Bebidas,800,2500,10,Bogotá,28,1,6,10,3,1,10,1,6.0,9.0,10.0,5.428571428571429,2.439750182371337
2024-03-11,STORE_01,PROD_001,2,Tinto,Bebidas,800,2500,10,Bogotá,28,1,0,11,3,1,11,0,9.0,8.0,6.0,5.428571428571429,2.439750182371337
2024-03-12,STORE_01,PROD_001,6,Tinto,Bebidas,800,2500,10,Bogotá,28,1,1,11,3,1,12,0,2.0,4.0,11.0,4.571428571428571,2.439750182371338
2024-03-13,STORE_01,PROD_001,2,Tinto,Bebidas,800,2500,10,Bogotá,28,1,2,11,3,1,13,0,6.0,2.0,4.0,4.857142857142857,2.478478796128215
2024-03-14,STORE_01,PROD_001,3,Tinto,Bebidas,800,2500,10,Bogotá,28,1,3,11,3,1,14,0,2.0,5.0,8.0,4.857142857142857,2.478478796128215
2024-03-15,STORE_01,PROD_001,10,Tinto,Bebidas,800,2500,10,Bogotá,28,1,4,11,3,1,15,0,3.0,4.0,8.0,4.571428571428571,2.5727509827124044
2024-03-16,STORE_01,PROD_001,12,Tinto,Bebidas,800,2500,10,Bogotá,28,1,5,11,3,1,16,1,10.0,6.0,11.0,5.428571428571429,3.258688021128693
2024-03-17,STORE_01,PROD_001,4,Tinto,Bebidas,800,2500,10,Bogotá,28,1,6,11,3,1,17,1,12.0,9.0,9.0,6.285714285714286,4.111540089159039
2024-03-18,STORE_01,PROD_001,3,Tinto,Bebidas,800,2500,10,Bogotá,28,1,0,12,3,1,18,0,4.0,2.0,8.0,5.571428571428571,3.9940431835899033
2024-03-19,STORE_01,PROD_001,6,Tinto,Bebidas,800,2500,10,Bogotá,28,1,1,12,3,1,19,0,3.0,6.0,4.0,5.714285714285714,3.8606685826112974
2024-03-20,STORE_01,PROD_001,7,Tinto,Bebidas,800,2500,10,Bogotá,28,1,2,12,3,1,20,0,6.0,2.0,2.0,5.714285714285714,3.8606685826112974
2024-03-21,STORE_01,PROD_001,3,Tinto,Bebidas,800,2500,10,Bogotá,28,1,3,12,3,1,21,0,7.0,3.0,5.0,6.428571428571429,3.5050983275386582
2024-03-22,STORE_01,PROD_001,5,Tinto,Bebidas,800,2500,10,Bogotá,28,1,4,12,3,1,22,0,3.0,10.0,4.0,6.428571428571429,3.5050983275386582
2024-03-23,STORE_01,PROD_001,10,Tinto,Bebidas,800,2500,10,Bogotá,28,1,5,12,3,1,23,1,5.0,12.0,6.0,5.714285714285714,3.147183169877776
2024-03-24,STORE_01,PROD_001,11,Tinto,Bebidas,800,2500,10,Bogotá,28,1,6,12,3,1,24,1,10.0,4.0,9.0,5.428571428571429,2.507132682112039
2024-03-25,STORE_01,PROD_001,4,Tinto,Bebidas,800,2500,10,Bogotá,28,1,0,13,3,1,25,0,11.0,3.0,2.0,6.428571428571429,3.1547394428670286
2024-03-26,STORE_01,PROD_001,7,Tinto,Bebidas,800,2500,10,Bogotá,28,1,1,13,3,1,26,0,4.0,6.0,6.0,6.571428571428571,2.9920529661723854
2024-03-27,STORE_01,PROD_001,6,Tinto,Bebidas,800,2500,10,Bogotá,28,1,2,13,3,1,27,0,7.0,7.0,2.0,6.714285714285714,2.984084768360631
2024-03-28,STORE_01,PROD_001,9,Tinto,Bebidas,800,2500,10,Bogotá,28,1,3,13,3,1,28,0,6.0,3.0,3.0,6.571428571428571,2.9920529661723854
2024-03-29,STORE_01,PROD_001,9,Tinto,Bebidas,800,2500,10,Bogotá,28,1,4,13,3,1,29,0,9.0,5.0,10.0,7.428571428571429,2.6367367999823115
2024-03-30,STORE_01,PROD_001,10,Tinto,Bebidas,800,2500,10,Bogotá,28,1,5,13,3,1,30,1,9.0,10.0,12.0,8.0,2.4494897427831788
2024-03-31,STORE_01,PROD_001,6,Tinto,Bebidas,800,2500,10,Bogotá,28,1,6,13,3,1,31,1,10.0,11.0,4.0,8.0,2.4494897427831788
2024-01-15,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,3,1,1,15,0,3.0,4.0,17.0,6.857142857142857,4.413183712037205
2024-01-16,STORE_01,PROD_002,8,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,3,1,1,16,0,7.0,8.0,12.0,7.285714285714286,4.231401884099631
2024-01-17,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,3,1,1,17,0,8.0,6.0,8.0,7.285714285714286,4.231401884099631
2024-01-18,STORE_01,PROD_002,8,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,3,1,1,18,0,6.0,4.0,6.0,7.285714285714286,4.231401884099631
2024-01-19,STORE_01,PROD_002,5,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,3,1,1,19,0,8.0,16.0,4.0,7.857142857142857,3.976119189552019
2024-01-20,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,3,1,1,20,1,5.0,7.0,7.0,6.285714285714286,1.7994708216848778
2024-01-21,STORE_01,PROD_002,18,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,3,1,1,21,1,7.0,3.0,12.0,6.285714285714286,1.7994708216848778
2024-01-22,STORE_01,PROD_002,5,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,4,1,1,22,0,18.0,7.0,4.0,8.428571428571429,4.353433237386436
2024-01-23,STORE_01,PROD_002,2,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,4,1,1,23,0,5.0,8.0,8.0,8.142857142857142,4.525062483125561
2024-01-24,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,4,1,1,24,0,2.0,6.0,6.0,7.285714285714286,5.0896720822428145
2024-01-25,STORE_01,PROD_002,8,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,4,1,1,25,0,6.0,8.0,4.0,7.285714285714286,5.0896720822428145
2024-01-26,STORE_01,PROD_002,11,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,4,1,1,26,0,8.0,5.0,16.0,7.285714285714286,5.0896720822428145
2024-01-27,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,4,1,1,27,1,11.0,7.0,7.0,8.142857142857142,5.145501965424799
2024-01-28,STORE_01,PROD_002,14,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,4,1,1,28,1,7.0,18.0,3.0,8.142857142857142,5.145501965424799
2024-01-29,STORE_01,PROD_002,8,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,5,1,1,29,0,14.0,5.0,7.0,7.571428571428571,3.9520940802374143
2024-01-30,STORE_01,PROD_002,12,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,5,1,1,30,0,8.0,2.0,8.0,8.0,3.7859388972001815
2024-01-31,STORE_01,PROD_002,13,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,5,1,1,31,0,12.0,6.0,6.0,9.428571428571429,2.9358214555806343
2024-02-01,STORE_01,PROD_002,1,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,5,2,1,1,0,13.0,8.0,8.0,10.428571428571429,2.76026223736941
2024-02-02,STORE_01,PROD_002,14,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,5,2,1,2,0,1.0,11.0,5.0,9.428571428571429,4.50396650583841
2024-02-03,STORE_01,PROD_002,10,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,5,2,1,3,1,14.0,7.0,7.0,9.857142857142858,4.810702354423635
2024-02-04,STORE_01,PROD_002,15,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,5,2,1,4,1,10.0,14.0,18.0,10.285714285714286,4.644505202002526
2024-02-05,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,6,2,1,5,0,15.0,8.0,5.0,10.428571428571429,4.790864322059321
2024-02-06,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,6,2,1,6,0,9.0,12.0,2.0,10.571428571428571,4.720774754816654
2024-02-07,STORE_01,PROD_002,1,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,6,2,1,7,0,9.0,13.0,6.0,10.142857142857142,4.7056197405715965
2024-02-08,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,6,2,1,8,0,1.0,1.0,8.0,8.428571428571429,5.593363414414823
2024-02-09,STORE_01,PROD_002,21,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,6,2,1,9,0,7.0,14.0,11.0,9.285714285714286,4.644505202002527
2024-02-10,STORE_01,PROD_002,10,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,6,2,1,10,1,21.0,10.0,7.0,10.285714285714286,6.290582530372567
2024-02-11,STORE_01,PROD_002,10,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,6,2,1,11,1,10.0,15.0,14.0,10.285714285714286,6.290582530372567
2024-02-12,STORE_01,PROD_002,10,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,7,2,1,12,0,10.0,9.0,8.0,9.571428571428571,5.9401779675119375
2024-02-13,STORE_01,PROD_002,11,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,7,2,1,13,0,10.0,9.0,12.0,9.714285714285714,5.936168397046634
2024-02-14,STORE_01,PROD_002,2,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,7,2,1,14,0,11.0,1.0,13.0,10.0,5.944184833375666
2024-02-15,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,7,2,1,15,0,2.0,7.0,1.0,10.142857142857142,5.698788509515898
2024-02-16,STORE_01,PROD_002,15,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,7,2,1,16,0,9.0,21.0,14.0,10.428571428571429,5.563486402641864
2024-02-17,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,7,2,1,17,1,15.0,10.0,10.0,9.571428571428571,3.8668308667927183
2024-02-18,STORE_01,PROD_002,11,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,7,2,1,18,1,6.0,10.0,15.0,9.0,4.082482904638628
2024-02-19,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,8,2,1,19,0,11.0,10.0,9.0,9.142857142857142,4.140393356054123
2024-02-20,STORE_01,PROD_002,10,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,8,2,1,20,0,6.0,11.0,9.0,8.571428571428571,4.276179870598789
2024-02-21,STORE_01,PROD_002,13,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,8,2,1,21,0,10.0,2.0,1.0,8.428571428571429,4.197504927816953
2024-02-22,STORE_01,PROD_002,8,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,8,2,1,22,0,13.0,9.0,7.0,10.0,3.3665016461206876
2024-02-23,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,8,2,1,23,0,8.0,15.0,21.0,9.857142857142858,3.4364987719368933
2024-02-24,STORE_01,PROD_002,22,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,8,2,1,24,1,9.0,6.0,10.0,9.0,2.581988897471607
2024-02-25,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,8,2,1,25,1,22.0,11.0,10.0,11.285714285714286,5.21901286050295
2024-02-26,STORE_01,PROD_002,13,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,9,2,1,26,0,6.0,6.0,10.0,10.571428571428571,5.5933634144148225
2024-02-27,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,9,2,1,27,0,13.0,10.0,11.0,11.571428571428571,5.255382728122431
2024-02-28,STORE_01,PROD_002,16,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,9,2,1,28,0,9.0,13.0,2.0,11.428571428571429,5.318431562567504
2024-02-29,STORE_01,PROD_002,5,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,9,2,1,29,0,16.0,8.0,9.0,11.857142857142858,5.580578567035597
2024-03-01,STORE_01,PROD_002,12,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,9,3,1,1,0,5.0,9.0,15.0,11.428571428571429,6.0237624692308565
2024-03-02,STORE_01,PROD_002,4,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,9,3,1,2,1,12.0,22.0,6.0,11.857142857142858,5.928141120356116
2024-03-03,STORE_01,PROD_002,4,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,9,3,1,3,1,4.0,6.0,11.0,9.285714285714286,4.535573676110724
2024-03-04,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,10,3,1,4,0,4.0,13.0,6.0,9.0,4.830458915396478
2024-03-05,STORE_01,PROD_002,4,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,10,3,1,5,0,7.0,9.0,10.0,8.142857142857142,4.525062483125562
2024-03-06,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,10,3,1,6,0,4.0,16.0,13.0,7.428571428571429,4.755948656056711
2024-03-07,STORE_01,PROD_002,4,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,10,3,1,7,0,6.0,5.0,8.0,6.0,2.8867513459481375
2024-03-08,STORE_01,PROD_002,21,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,10,3,1,8,0,4.0,12.0,9.0,5.857142857142857,2.9680841985233273
2024-03-09,STORE_01,PROD_002,15,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,10,3,1,9,1,21.0,4.0,22.0,7.142857142857143,6.2297290317897325
2024-03-10,STORE_01,PROD_002,14,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,10,3,1,10,1,15.0,4.0,6.0,8.714285714285714,6.676183683170242
2024-03-11,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,11,3,1,11,0,14.0,7.0,13.0,10.142857142857142,6.568322247184369
2024-03-12,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,11,3,1,12,0,7.0,4.0,9.0,10.142857142857142,6.568322247184369
2024-03-13,STORE_01,PROD_002,3,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,11,3,1,13,0,9.0,6.0,16.0,10.857142857142858,6.039552175136038
2024-03-14,STORE_01,PROD_002,10,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,11,3,1,14,0,3.0,4.0,5.0,10.428571428571429,6.528326555791124
2024-03-15,STORE_01,PROD_002,11,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,11,3,1,15,0,10.0,21.0,12.0,11.285714285714286,5.908025211926728
2024-03-16,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,11,3,1,16,1,11.0,15.0,4.0,9.857142857142858,4.099941927579439
2024-03-17,STORE_01,PROD_002,12,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,11,3,1,17,1,9.0,14.0,4.0,9.0,3.415650255319869
2024-03-18,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,12,3,1,18,0,12.0,7.0,7.0,8.714285714285714,2.9840847683606326
2024-03-19,STORE_01,PROD_002,11,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,12,3,1,19,0,7.0,9.0,4.0,8.714285714285714,2.9840847683606326
2024-03-20,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,12,3,1,20,0,11.0,3.0,6.0,9.0,3.109126351029608
2024-03-21,STORE_01,PROD_002,7,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,12,3,1,21,0,6.0,10.0,4.0,9.428571428571429,2.225394561056749
2024-03-22,STORE_01,PROD_002,4,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,4,12,3,1,22,0,7.0,11.0,21.0,9.0,2.3804761428476207
2024-03-23,STORE_01,PROD_002,10,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,5,12,3,1,23,1,4.0,9.0,15.0,8.0,2.828427124746198
2024-03-24,STORE_01,PROD_002,4,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,6,12,3,1,24,1,10.0,12.0,14.0,8.142857142857142,2.911389784311011
2024-03-25,STORE_01,PROD_002,8,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,0,13,3,1,25,0,4.0,7.0,7.0,7.0,2.7080128015453324
2024-03-26,STORE_01,PROD_002,6,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,1,13,3,1,26,0,8.0,11.0,9.0,7.142857142857143,2.7342623276106006
2024-03-27,STORE_01,PROD_002,9,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,2,13,3,1,27,0,6.0,6.0,3.0,6.428571428571429,2.1491969707422585
2024-03-28,STORE_01,PROD_002,13,Café con Leche,Bebidas,1200,3500,15,Bogotá,28,10,3,13,3,1,28,0,9.0,7.0,10.0,6.857142857142857,2.340126166724894
