id_tienda,id_producto,categoria,costo_unitario,precio_venta,costo_almacenamiento_semanal,ciudad,tamaño_m2,stock_actual,day_of_week,week,month,quarter,day,is_weekend,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,demanda_real,demanda_pred
STORE_01,PROD_004,Alimentos,1000,2800,20,Bogotá,28,11,2,13,3,1,27,0,10.0,5.0,6.0,8.428571428571429,3.735288603626369,4,6.598648419268952
STORE_01,PROD_004,Alimentos,1000,2800,20,Bogotá,28,11,3,13,3,1,28,0,4.0,7.0,5.0,8.285714285714286,3.903600291794143,5,6.51727469881169
STORE_01,PROD_004,Alimentos,1000,2800,20,Bogotá,28,11,4,13,3,1,29,0,5.0,11.0,6.0,8.0,4.082482904638641,0,9.231583559081711
STORE_01,PROD_004,Alimentos,1000,2800,20,Bogotá,28,11,5,13,3,1,30,1,0.0,6.0,12.0,6.428571428571429,4.790864322059338,15,8.663795389396611
STORE_01,PROD_004,Alimentos,1000,2800,20,Bogotá,28,11,6,13,3,1,31,1,15.0,15.0,11.0,7.714285714285714,5.765248931147322,7,10.555375548385184
STORE_01,PROD_005,Alimentos,800,2500,20,Bogotá,28,3,0,13,3,1,25,0,12.0,4.0,14.0,10.285714285714286,3.498298906339373,12,8.963668747949825
STORE_01,PROD_005,Alimentos,800,2500,20,Bogotá,28,3,1,13,3,1,26,0,12.0,12.0,14.0,11.428571428571429,2.1491969707422305,11,10.140560304309432
STORE_01,PROD_005,Alimentos,800,2500,20,Bogotá,28,3,2,13,3,1,27,0,11.0,9.0,7.0,11.285714285714286,2.138089935299388,8,9.379194966883317
STORE_01,PROD_005,Alimentos,800,2500,20,Bogotá,28,3,3,13,3,1,28,0,8.0,8.0,11.0,11.142857142857142,2.340126166724874,11,9.432899755163819
STORE_01,PROD_005,Alimentos,800,2500,20,Bogotá,28,3,4,13,3,1,29,0,11.0,13.0,10.0,11.571428571428571,1.9023794624226715,11,13.26009901654454
STORE_01,PROD_005,Alimentos,800,2500,20,Bogotá,28,3,5,13,3,1,30,1,11.0,14.0,13.0,11.285714285714286,1.799470821684866,17,13.28499069076971
STORE_01,PROD_005,Alimentos,800,2500,20,Bogotá,28,3,6,13,3,1,31,1,17.0,12.0,11.0,11.714285714285714,2.690370836538187,3,13.345415135022678
STORE_01,PROD_006,Alimentos,1200,3500,25,Bogotá,28,13,0,13,3,1,25,0,16.0,11.0,11.0,14.142857142857142,4.634241089562592,12,11.190452610216521
STORE_01,PROD_006,Alimentos,1200,3500,25,Bogotá,28,13,1,13,3,1,26,0,12.0,13.0,10.0,14.285714285714286,4.535573676110705,9,11.361254450307387
STORE_01,PROD_006,Alimentos,1200,3500,25,Bogotá,28,13,2,13,3,1,27,0,9.0,10.0,8.0,13.714285714285714,4.956957592256403,5,10.306772458050448
STORE_01,PROD_006,Alimentos,1200,3500,25,Bogotá,28,13,3,13,3,1,28,0,5.0,9.0,7.0,13.0,5.859465277082303,10,9.497687650820886
STORE_01,PROD_006,Alimentos,1200,3500,25,Bogotá,28,13,4,13,3,1,29,0,10.0,19.0,12.0,13.142857142857142,5.756983337031382,9,15.859212954922755
STORE_01,PROD_006,Alimentos,1200,3500,25,Bogotá,28,13,5,13,3,1,30,1,9.0,21.0,17.0,11.714285714285714,5.282495802626048,21,15.583387761809275
STORE_01,PROD_006,Alimentos,1200,3500,25,Bogotá,28,13,6,13,3,1,31,1,21.0,16.0,16.0,11.714285714285714,5.282495802626048,14,14.70854563053164
STORE_01,PROD_007,Alimentos,1500,3500,30,Bogotá,28,8,0,13,3,1,25,0,11.0,6.0,8.0,9.428571428571429,3.5050983275386582,12,8.612676315919483
STORE_01,PROD_007,Alimentos,1500,3500,30,Bogotá,28,8,1,13,3,1,26,0,12.0,12.0,8.0,10.285714285714286,3.2513733362117248,5,9.197960145855358
STORE_01,PROD_007,Alimentos,1500,3500,30,Bogotá,28,8,2,13,3,1,27,0,5.0,5.0,13.0,9.285714285714286,3.683941988065039,12,8.846349860280833
STORE_01,PROD_007,Alimentos,1500,3500,30,Bogotá,28,8,3,13,3,1,28,0,12.0,15.0,7.0,10.285714285714286,3.2513733362117248,12,9.595088045631332
STORE_01,PROD_007,Alimentos,1500,3500,30,Bogotá,28,8,4,13,3,1,29,0,12.0,8.0,9.0,9.857142857142858,2.672612419124244,14,11.397218095928395
STORE_01,PROD_007,Alimentos,1500,3500,30,Bogotá,28,8,5,13,3,1,30,1,14.0,9.0,12.0,10.714285714285714,2.927700218845595,17,13.027649919445912
STORE_01,PROD_007,Alimentos,1500,3500,30,Bogotá,28,8,6,13,3,1,31,1,17.0,11.0,6.0,11.857142857142858,3.625307868699855,11,13.627686414346025
STORE_01,PROD_008,Bebidas,2000,5000,50,Bogotá,28,13,0,13,3,1,25,0,5.0,11.0,4.0,8.714285714285714,3.49829890633936,13,7.867656654393064
STORE_01,PROD_008,Bebidas,2000,5000,50,Bogotá,28,13,1,13,3,1,26,0,13.0,7.0,8.0,9.0,3.785938897200172,6,8.457810219550879
STORE_01,PROD_008,Bebidas,2000,5000,50,Bogotá,28,13,2,13,3,1,27,0,6.0,4.0,13.0,8.857142857142858,3.8913824205360577,7,8.404644303264304
STORE_01,PROD_008,Bebidas,2000,5000,50,Bogotá,28,13,3,13,3,1,28,0,7.0,12.0,10.0,9.285714285714286,3.4016802570830333,5,9.155920718360875
STORE_01,PROD_008,Bebidas,2000,5000,50,Bogotá,28,13,4,13,3,1,29,0,5.0,9.0,10.0,8.285714285714286,3.49829890633936,13,11.201912309611659
STORE_01,PROD_008,Bebidas,2000,5000,50,Bogotá,28,13,5,13,3,1,30,1,13.0,13.0,18.0,8.857142857142858,3.933978962347206,11,12.306433717002594
STORE_01,PROD_008,Bebidas,2000,5000,50,Bogotá,28,13,6,13,3,1,31,1,11.0,5.0,6.0,8.571428571428571,3.644957377763725,15,10.103314276200981
STORE_02,PROD_001,Bebidas,800,2500,10,Bogotá,43,9,0,13,3,1,25,0,8.0,4.0,12.0,9.571428571428571,4.577377082170624,11,8.455223452522471
STORE_02,PROD_001,Bebidas,800,2500,10,Bogotá,43,9,1,13,3,1,26,0,11.0,8.0,13.0,10.571428571428571,3.866830866792709,6,8.950389979157137
STORE_02,PROD_001,Bebidas,800,2500,10,Bogotá,43,9,2,13,3,1,27,0,6.0,9.0,7.0,10.285714285714286,4.151878519188047,8,8.179757877015291
STORE_02,PROD_001,Bebidas,800,2500,10,Bogotá,43,9,3,13,3,1,28,0,8.0,10.0,1.0,10.142857142857142,4.220133150686564,4,8.130310080723662
STORE_02,PROD_001,Bebidas,800,2500,10,Bogotá,43,9,4,13,3,1,29,0,4.0,9.0,15.0,9.285714285714286,4.820590756130947,17,11.335751472783597
STORE_02,PROD_001,Bebidas,800,2500,10,Bogotá,43,9,5,13,3,1,30,1,17.0,19.0,17.0,10.428571428571429,5.623081683476376,12,14.490885147079847
STORE_02,PROD_001,Bebidas,800,2500,10,Bogotá,43,9,6,13,3,1,31,1,12.0,8.0,12.0,9.428571428571429,4.314979445958871,13,11.994248755301586
STORE_02,PROD_002,Bebidas,1200,3500,15,Bogotá,43,20,0,13,3,1,25,0,9.0,16.0,12.0,14.0,6.531972647421798,8,11.597981706824598
STORE_02,PROD_002,Bebidas,1200,3500,15,Bogotá,43,20,1,13,3,1,26,0,8.0,5.0,15.0,12.857142857142858,6.817344825970763,10,10.141219837043314
STORE_02,PROD_002,Bebidas,1200,3500,15,Bogotá,43,20,2,13,3,1,27,0,10.0,11.0,10.0,13.571428571428571,6.078847008469682,6,10.61924046878245
STORE_02,PROD_002,Bebidas,1200,3500,15,Bogotá,43,20,3,13,3,1,28,0,6.0,13.0,12.0,12.857142857142858,6.693991620066734,13,10.297964169744763
STORE_02,PROD_002,Bebidas,1200,3500,15,Bogotá,43,20,4,13,3,1,29,0,13.0,24.0,22.0,12.857142857142858,6.693991620066734,20,17.690140503614018
STORE_02,PROD_002,Bebidas,1200,3500,15,Bogotá,43,20,5,13,3,1,30,1,20.0,20.0,21.0,12.285714285714286,5.677860093212503,16,16.803789340712683
STORE_02,PROD_002,Bebidas,1200,3500,15,Bogotá,43,20,6,13,3,1,31,1,16.0,9.0,19.0,11.714285714285714,4.923220007078202,12,15.202555504127455
STORE_02,PROD_003,Bebidas,1500,4500,15,Bogotá,43,32,0,13,3,1,25,0,15.0,13.0,20.0,13.571428571428571,5.711308748355974,14,12.186213378109647
STORE_02,PROD_003,Bebidas,1500,4500,15,Bogotá,43,32,1,13,3,1,26,0,14.0,12.0,18.0,13.714285714285714,5.70713838726804,9,12.366248650001161
STORE_02,PROD_003,Bebidas,1500,4500,15,Bogotá,43,32,2,13,3,1,27,0,9.0,15.0,17.0,13.285714285714286,5.964178784328019,21,11.879180014655248
STORE_02,PROD_003,Bebidas,1500,4500,15,Bogotá,43,32,3,13,3,1,28,0,21.0,5.0,13.0,14.142857142857142,6.644009116704839,11,11.81262392384838
STORE_02,PROD_003,Bebidas,1500,4500,15,Bogotá,43,32,4,13,3,1,29,0,11.0,11.0,10.0,15.0,5.567764362830011,15,15.742589497260646
STORE_02,PROD_003,Bebidas,1500,4500,15,Bogotá,43,32,5,13,3,1,30,1,15.0,24.0,23.0,15.571428571428571,5.287001130355546,10,18.824206681192628
STORE_02,PROD_003,Bebidas,1500,4500,15,Bogotá,43,32,6,13,3,1,31,1,10.0,15.0,9.0,13.571428571428571,4.076646614442744,14,16.307744628616746
STORE_02,PROD_004,Alimentos,1000,2800,20,Bogotá,43,43,0,13,3,1,25,0,15.0,7.0,9.0,11.0,4.396968652757626,9,8.94044994788396
STORE_02,PROD_004,Alimentos,1000,2800,20,Bogotá,43,43,1,13,3,1,26,0,9.0,6.0,6.0,11.285714285714286,4.151878519188046,11,8.57444378886193
STORE_02,PROD_004,Alimentos,1000,2800,20,Bogotá,43,43,2,13,3,1,27,0,11.0,8.0,13.0,12.0,3.4641016151377384,9,9.3276091285485
STORE_02,PROD_004,Alimentos,1000,2800,20,Bogotá,43,43,3,13,3,1,28,0,9.0,11.0,9.0,12.142857142857142,3.2877840272018624,11,9.561650531871098
STORE_02,PROD_004,Alimentos,1000,2800,20,Bogotá,43,43,4,13,3,1,29,0,11.0,12.0,11.0,12.142857142857142,3.2877840272018624,7,13.006680789930494
STORE_02,PROD_004,Alimentos,1000,2800,20,Bogotá,43,43,5,13,3,1,30,1,7.0,18.0,14.0,11.428571428571429,3.823486317361095,13,13.063777465847025
STORE_02,PROD_004,Alimentos,1000,2800,20,Bogotá,43,43,6,13,3,1,31,1,13.0,15.0,13.0,10.714285714285714,2.6903708365381758,15,12.887076351445874
STORE_02,PROD_005,Alimentos,800,2500,20,Bogotá,43,27,0,13,3,1,25,0,20.0,14.0,13.0,16.428571428571427,3.952094080237407,17,13.580812531500932
STORE_02,PROD_005,Alimentos,800,2500,20,Bogotá,43,27,1,13,3,1,26,0,17.0,15.0,20.0,16.857142857142858,3.804758924845359,13,14.680398829327594
STORE_02,PROD_005,Alimentos,800,2500,20,Bogotá,43,27,2,13,3,1,27,0,13.0,10.0,11.0,16.571428571428573,4.035556254807287,12,13.591740572324113
STORE_02,PROD_005,Alimentos,800,2500,20,Bogotá,43,27,3,13,3,1,28,0,12.0,17.0,11.0,16.857142857142858,3.532165125838599,13,14.118038846611856
STORE_02,PROD_005,Alimentos,800,2500,20,Bogotá,43,27,4,13,3,1,29,0,13.0,17.0,25.0,16.285714285714285,3.8172540616821022,13,19.624690370034273
STORE_02,PROD_005,Alimentos,800,2500,20,Bogotá,43,27,5,13,3,1,30,1,13.0,22.0,9.0,15.714285714285714,3.988077469754298,13,19.008940977470658
STORE_02,PROD_005,Alimentos,800,2500,20,Bogotá,43,27,6,13,3,1,31,1,13.0,20.0,16.0,14.428571428571429,2.935821455580631,27,18.460663182500213
STORE_02,PROD_006,Alimentos,1200,3500,25,Bogotá,43,8,0,13,3,1,25,0,16.0,10.0,8.0,12.285714285714286,1.9760470401186827,13,10.483850671267023
STORE_02,PROD_006,Alimentos,1200,3500,25,Bogotá,43,8,1,13,3,1,26,0,13.0,12.0,8.0,12.714285714285714,1.7043362064926644,4,10.737191703787383
STORE_02,PROD_006,Alimentos,1200,3500,25,Bogotá,43,8,2,13,3,1,27,0,4.0,13.0,8.0,11.571428571428571,3.7352886036263455,8,10.030514032977234
STORE_02,PROD_006,Alimentos,1200,3500,25,Bogotá,43,8,3,13,3,1,28,0,8.0,11.0,15.0,10.857142857142858,3.891382420536055,9,10.300897178251983
STORE_02,PROD_006,Alimentos,1200,3500,25,Bogotá,43,8,4,13,3,1,29,0,9.0,13.0,29.0,10.571428571428571,3.9520940802374023,11,14.64828804876405
STORE_02,PROD_006,Alimentos,1200,3500,25,Bogotá,43,8,5,13,3,1,30,1,11.0,11.0,16.0,10.285714285714286,3.817254061682098,17,13.518004598934956
STORE_02,PROD_006,Alimentos,1200,3500,25,Bogotá,43,8,6,13,3,1,31,1,17.0,16.0,18.0,11.142857142857142,4.59813626840887,10,15.896052126131693
STORE_02,PROD_007,Alimentos,1500,3500,30,Bogotá,43,11,0,13,3,1,25,0,19.0,20.0,10.0,18.428571428571427,3.994043183589892,6,14.289619282266422
STORE_02,PROD_007,Alimentos,1500,3500,30,Bogotá,43,11,1,13,3,1,26,0,6.0,11.0,21.0,16.428571428571427,6.051367417290702,10,13.736178524148205
STORE_02,PROD_007,Alimentos,1500,3500,30,Bogotá,43,11,2,13,3,1,27,0,10.0,17.0,10.0,16.285714285714285,6.210590034081183,14,13.522666631725558
STORE_02,PROD_007,Alimentos,1500,3500,30,Bogotá,43,11,3,13,3,1,28,0,14.0,17.0,12.0,15.857142857142858,6.256425268702334,17,13.412559599321934
STORE_02,PROD_007,Alimentos,1500,3500,30,Bogotá,43,11,4,13,3,1,29,0,17.0,23.0,17.0,15.857142857142858,6.256425268702334,24,20.161474246096002
STORE_02,PROD_007,Alimentos,1500,3500,30,Bogotá,43,11,5,13,3,1,30,1,24.0,22.0,21.0,16.0,6.454972243679023,19,21.160081204594224
STORE_02,PROD_007,Alimentos,1500,3500,30,Bogotá,43,11,6,13,3,1,31,1,19.0,19.0,23.0,15.571428571428571,6.0788470084696895,14,20.763303022003047
STORE_02,PROD_008,Bebidas,2000,5000,50,Bogotá,43,20,0,13,3,1,25,0,21.0,16.0,13.0,17.428571428571427,2.2253945610566994,15,13.894927007893045
STORE_02,PROD_008,Bebidas,2000,5000,50,Bogotá,43,20,1,13,3,1,26,0,15.0,20.0,21.0,17.285714285714285,2.3603873774082835,10,15.725776898820074
STORE_02,PROD_008,Bebidas,2000,5000,50,Bogotá,43,20,2,13,3,1,27,0,10.0,17.0,16.0,15.857142857142858,3.287784027201841,11,14.148054699952375
STORE_02,PROD_008,Bebidas,2000,5000,50,Bogotá,43,20,3,13,3,1,28,0,11.0,16.0,12.0,15.0,3.696845502136436,15,12.930336375113116
STORE_02,PROD_008,Bebidas,2000,5000,50,Bogotá,43,20,4,13,3,1,29,0,15.0,15.0,26.0,14.857142857142858,3.670993118515779,20,18.532973978538063
STORE_02,PROD_008,Bebidas,2000,5000,50,Bogotá,43,20,5,13,3,1,30,1,20.0,17.0,24.0,15.571428571428571,4.157609203101468,20,19.579476613560978
STORE_02,PROD_008,Bebidas,2000,5000,50,Bogotá,43,20,6,13,3,1,31,1,20.0,21.0,17.0,16.0,4.472135954999551,22,19.4290368134582
STORE_03,PROD_001,Bebidas,800,2500,10,Bogotá,42,4,0,13,3,1,25,0,16.0,15.0,9.0,15.857142857142858,3.8047589248453297,9,13.0515351509679
STORE_03,PROD_001,Bebidas,800,2500,10,Bogotá,42,4,1,13,3,1,26,0,9.0,14.0,14.0,15.0,4.618802153516974,15,12.103250569817776
STORE_03,PROD_001,Bebidas,800,2500,10,Bogotá,42,4,2,13,3,1,27,0,15.0,10.0,9.0,15.142857142857142,4.598136268408848,9,11.901493107997975
STORE_03,PROD_001,Bebidas,800,2500,10,Bogotá,42,4,3,13,3,1,28,0,9.0,15.0,10.0,15.0,4.795831523312688,14,12.07748279426133
STORE_03,PROD_001,Bebidas,800,2500,10,Bogotá,42,4,4,13,3,1,29,0,14.0,19.0,21.0,14.857142857142858,4.810702354423608,19,19.515029272524316
STORE_03,PROD_001,Bebidas,800,2500,10,Bogotá,42,4,5,13,3,1,30,1,19.0,22.0,19.0,14.857142857142858,4.810702354423608,13,18.724902230973235
STORE_03,PROD_001,Bebidas,800,2500,10,Bogotá,42,4,6,13,3,1,31,1,13.0,16.0,10.0,13.571428571428571,3.644957377763691,17,15.801548965119673
STORE_03,PROD_002,Bebidas,1200,3500,15,Bogotá,42,24,0,13,3,1,25,0,9.0,5.0,15.0,7.285714285714286,2.0586634591634576,10,8.006300460814844
STORE_03,PROD_002,Bebidas,1200,3500,15,Bogotá,42,24,1,13,3,1,26,0,10.0,10.0,12.0,8.0,1.9999999999999043,6,8.59600536144721
STORE_03,PROD_002,Bebidas,1200,3500,15,Bogotá,42,24,2,13,3,1,27,0,6.0,9.0,11.0,7.428571428571429,1.9023794624225825,7,7.636311475799829
STORE_03,PROD_002,Bebidas,1200,3500,15,Bogotá,42,24,3,13,3,1,28,0,7.0,5.0,14.0,7.142857142857143,1.7728105208557274,9,7.920416550320013
STORE_03,PROD_002,Bebidas,1200,3500,15,Bogotá,42,24,4,13,3,1,29,0,9.0,7.0,13.0,7.714285714285714,1.6035674514744265,10,10.794969938592935
STORE_03,PROD_002,Bebidas,1200,3500,15,Bogotá,42,24,5,13,3,1,30,1,10.0,6.0,11.0,8.142857142857142,1.772810520855729,13,11.044263891895804
STORE_03,PROD_002,Bebidas,1200,3500,15,Bogotá,42,24,6,13,3,1,31,1,13.0,9.0,15.0,9.142857142857142,2.267786838055281,19,12.156303139475108
STORE_03,PROD_003,Bebidas,1500,4500,15,Bogotá,42,20,0,13,3,1,25,0,25.0,9.0,6.0,13.285714285714286,6.651172470932838,9,9.828751709133902
STORE_03,PROD_003,Bebidas,1500,4500,15,Bogotá,42,20,1,13,3,1,26,0,9.0,12.0,7.0,13.285714285714286,6.651172470932838,17,10.105855271658433
STORE_03,PROD_003,Bebidas,1500,4500,15,Bogotá,42,20,2,13,3,1,27,0,17.0,7.0,8.0,14.0,6.7577116442377365,12,10.480758585131934
STORE_03,PROD_003,Bebidas,1500,4500,15,Bogotá,42,20,3,13,3,1,28,0,12.0,11.0,9.0,14.714285714285714,6.1295537008356655,12,11.494223848936675
STORE_03,PROD_003,Bebidas,1500,4500,15,Bogotá,42,20,4,13,3,1,29,0,12.0,20.0,21.0,14.857142857142858,6.039552175136009,8,19.402562096814428
STORE_03,PROD_003,Bebidas,1500,4500,15,Bogotá,42,20,5,13,3,1,30,1,8.0,9.0,16.0,13.142857142857142,6.039552175136008,17,15.275969581859814
STORE_03,PROD_003,Bebidas,1500,4500,15,Bogotá,42,20,6,13,3,1,31,1,17.0,25.0,17.0,14.285714285714286,5.879747322073304,23,18.65737934703619
STORE_03,PROD_004,Alimentos,1000,2800,20,Bogotá,42,21,0,13,3,1,25,0,8.0,7.0,5.0,8.571428571428571,4.429339411136518,7,6.256881032951598
STORE_03,PROD_004,Alimentos,1000,2800,20,Bogotá,42,21,1,13,3,1,26,0,7.0,3.0,2.0,8.571428571428571,4.429339411136518,8,6.275766795590729
STORE_03,PROD_004,Alimentos,1000,2800,20,Bogotá,42,21,2,13,3,1,27,0,8.0,6.0,9.0,9.285714285714286,3.7289089429431614,1,7.139445360216136
STORE_03,PROD_004,Alimentos,1000,2800,20,Bogotá,42,21,3,13,3,1,28,0,1.0,7.0,4.0,8.571428571428571,4.7908643220592815,11,6.345196519079721
STORE_03,PROD_004,Alimentos,1000,2800,20,Bogotá,42,21,4,13,3,1,29,0,11.0,16.0,13.0,9.142857142857142,4.810702354423596,13,11.06043770340728
STORE_03,PROD_004,Alimentos,1000,2800,20,Bogotá,42,21,5,13,3,1,30,1,13.0,13.0,10.0,8.714285714285714,4.191828786034582,14,11.658527029168003
STORE_03,PROD_004,Alimentos,1000,2800,20,Bogotá,42,21,6,13,3,1,31,1,14.0,8.0,15.0,8.857142857142858,4.375255094603825,11,11.194372522473627
STORE_03,PROD_005,Alimentos,800,2500,20,Bogotá,42,8,0,13,3,1,25,0,19.0,26.0,14.0,21.857142857142858,3.2877840272018344,22,18.11405720462946
STORE_03,PROD_005,Alimentos,800,2500,20,Bogotá,42,8,1,13,3,1,26,0,22.0,17.0,17.0,21.285714285714285,2.751622897751124,25,17.83306223232651
STORE_03,PROD_005,Alimentos,800,2500,20,Bogotá,42,8,2,13,3,1,27,0,25.0,25.0,21.0,22.428571428571427,2.299068134204369,18,19.80467994393383
STORE_03,PROD_005,Alimentos,800,2500,20,Bogotá,42,8,3,13,3,1,28,0,18.0,23.0,22.0,21.428571428571427,2.5071326821119784,14,20.4949352528313
STORE_03,PROD_005,Alimentos,800,2500,20,Bogotá,42,8,4,13,3,1,29,0,14.0,20.0,24.0,20.142857142857142,3.625307868699832,26,23.396356756457518
STORE_03,PROD_005,Alimentos,800,2500,20,Bogotá,42,8,5,13,3,1,30,1,26.0,23.0,26.0,21.0,4.242640687119254,31,24.40020196584076
STORE_03,PROD_005,Alimentos,800,2500,20,Bogotá,42,8,6,13,3,1,31,1,31.0,19.0,19.0,22.142857142857142,5.6987885095158735,16,23.650726241410737
STORE_03,PROD_006,Alimentos,1200,3500,25,Bogotá,42,18,0,13,3,1,25,0,25.0,18.0,24.0,18.428571428571427,4.429339411136539,19,16.522393731080964
STORE_03,PROD_006,Alimentos,1200,3500,25,Bogotá,42,18,1,13,3,1,26,0,19.0,16.0,8.0,18.571428571428573,4.429339411136539,19,14.846627006736316
STORE_03,PROD_006,Alimentos,1200,3500,25,Bogotá,42,18,2,13,3,1,27,0,19.0,12.0,12.0,19.0,4.281744192888349,10,14.429443279170142
STORE_03,PROD_006,Alimentos,1200,3500,25,Bogotá,42,18,3,13,3,1,28,0,10.0,16.0,10.0,18.714285714285715,4.8550415622760985,11,15.31489276993384
STORE_03,PROD_006,Alimentos,1200,3500,25,Bogotá,42,18,4,13,3,1,29,0,11.0,19.0,33.0,18.0,5.627314338711356,27,23.528784603870594
STORE_03,PROD_006,Alimentos,1200,3500,25,Bogotá,42,18,5,13,3,1,30,1,27.0,23.0,23.0,19.142857142857142,6.593647736738007,27,23.151351735800095
STORE_03,PROD_006,Alimentos,1200,3500,25,Bogotá,42,18,6,13,3,1,31,1,27.0,25.0,30.0,19.714285714285715,7.134757312253982,28,24.229892765903763
STORE_03,PROD_007,Alimentos,1500,3500,30,Bogotá,42,4,0,13,3,1,25,0,34.0,12.0,13.0,21.571428571428573,9.32482605480556,18,15.173716708849737
STORE_03,PROD_007,Alimentos,1500,3500,30,Bogotá,42,4,1,13,3,1,26,0,18.0,17.0,13.0,22.428571428571427,8.541216596737295,21,15.826544008588204
STORE_03,PROD_007,Alimentos,1500,3500,30,Bogotá,42,4,2,13,3,1,27,0,21.0,16.0,23.0,23.0,8.2462112512353,20,17.024323604275125
STORE_03,PROD_007,Alimentos,1500,3500,30,Bogotá,42,4,3,13,3,1,28,0,20.0,13.0,19.0,23.571428571428573,7.807200583588242,13,16.450707777616596
STORE_03,PROD_007,Alimentos,1500,3500,30,Bogotá,42,4,4,13,3,1,29,0,13.0,33.0,33.0,23.571428571428573,7.807200583588242,38,27.922279356167383
STORE_03,PROD_007,Alimentos,1500,3500,30,Bogotá,42,4,5,13,3,1,30,1,38.0,26.0,27.0,24.285714285714285,8.957571949925653,38,27.85195689514846
